Gene_ID,Cancer_Type,Gene_Mutation_Count,Gene_Severe_Mutation_Count,Gene_Individuals_with_Mutations_Count,Gene_Individuals_with_Severe_Mutations_Count
SEMA3A,Uterine_Corpus_Endometrial_Carcinoma,74,3,45,3
KCNQ3,Uterine_Corpus_Endometrial_Carcinoma,76,8,48,8
WNT5A,Uterine_Corpus_Endometrial_Carcinoma,62,1,44,1
KANSL1L,Uterine_Corpus_Endometrial_Carcinoma,72,11,47,10
PCDHB11,Uterine_Corpus_Endometrial_Carcinoma,91,8,47,7
CNOT6L,Uterine_Corpus_Endometrial_Carcinoma,93,1,51,1
CELSR1,Uterine_Corpus_Endometrial_Carcinoma,185,21,85,18
ZIC1,Uterine_Corpus_Endometrial_Carcinoma,96,3,54,3
DNER,Uterine_Corpus_Endometrial_Carcinoma,86,4,54,3
STIL,Uterine_Corpus_Endometrial_Carcinoma,77,8,45,8
ADCY2,Uterine_Corpus_Endometrial_Carcinoma,117,4,53,4
ADAMTS3,Uterine_Corpus_Endometrial_Carcinoma,127,15,54,15
INO80,Uterine_Corpus_Endometrial_Carcinoma,73,5,44,5
ZC3H12B,Uterine_Corpus_Endometrial_Carcinoma,148,14,62,14
HUNK,Uterine_Corpus_Endometrial_Carcinoma,61,6,45,6
FGD1,Uterine_Corpus_Endometrial_Carcinoma,86,1,47,1
UBR5,Uterine_Corpus_Endometrial_Carcinoma,144,26,66,24
TRAPPC10,Uterine_Corpus_Endometrial_Carcinoma,88,5,44,5
PCDH20,Uterine_Corpus_Endometrial_Carcinoma,92,8,44,8
ZFPM2,Uterine_Corpus_Endometrial_Carcinoma,91,4,51,4
GAPVD1,Uterine_Corpus_Endometrial_Carcinoma,98,11,56,11
RNF128,Uterine_Corpus_Endometrial_Carcinoma,78,7,45,6
PCDH17,Uterine_Corpus_Endometrial_Carcinoma,195,5,78,5
MAP3K1,Uterine_Corpus_Endometrial_Carcinoma,89,36,60,33
CADPS,Uterine_Corpus_Endometrial_Carcinoma,131,15,66,13
ASCC3,Uterine_Corpus_Endometrial_Carcinoma,128,20,58,18
ZMYM3,Uterine_Corpus_Endometrial_Carcinoma,143,16,68,16
PZP,Uterine_Corpus_Endometrial_Carcinoma,102,10,49,10
RBM25,Uterine_Corpus_Endometrial_Carcinoma,74,8,45,8
KIF16B,Uterine_Corpus_Endometrial_Carcinoma,112,12,53,10
LZTR1,Uterine_Corpus_Endometrial_Carcinoma,62,8,44,6
PRUNE2,Uterine_Corpus_Endometrial_Carcinoma,165,11,64,10
TIAM2,Uterine_Corpus_Endometrial_Carcinoma,108,8,58,8
CRAMP1L,Uterine_Corpus_Endometrial_Carcinoma,69,7,47,7
SPATA31E1,Uterine_Corpus_Endometrial_Carcinoma,78,6,50,6
MYH15,Uterine_Corpus_Endometrial_Carcinoma,110,12,53,12
KIAA1755,Uterine_Corpus_Endometrial_Carcinoma,73,6,49,6
FBXO10,Uterine_Corpus_Endometrial_Carcinoma,61,7,45,7
ITGAV,Uterine_Corpus_Endometrial_Carcinoma,71,12,49,10
CAND1,Uterine_Corpus_Endometrial_Carcinoma,74,7,45,7
TNKS1BP1,Uterine_Corpus_Endometrial_Carcinoma,91,9,45,9
EXPH5,Uterine_Corpus_Endometrial_Carcinoma,102,13,53,12
SORL1,Uterine_Corpus_Endometrial_Carcinoma,122,13,63,13
SETBP1,Uterine_Corpus_Endometrial_Carcinoma,100,5,55,5
USP40,Uterine_Corpus_Endometrial_Carcinoma,92,14,49,14
CLASP2,Uterine_Corpus_Endometrial_Carcinoma,132,16,61,14
MMRN1,Uterine_Corpus_Endometrial_Carcinoma,82,6,46,6
MAP2,Uterine_Corpus_Endometrial_Carcinoma,161,19,56,16
RB1CC1,Uterine_Corpus_Endometrial_Carcinoma,119,21,57,18
RASAL2,Uterine_Corpus_Endometrial_Carcinoma,88,9,54,8
SFI1,Uterine_Corpus_Endometrial_Carcinoma,62,14,44,13
NOS2,Uterine_Corpus_Endometrial_Carcinoma,84,5,48,5
SRPR,Uterine_Corpus_Endometrial_Carcinoma,65,9,50,9
UTP20,Uterine_Corpus_Endometrial_Carcinoma,151,22,69,21
ABHD2,Uterine_Corpus_Endometrial_Carcinoma,85,1,48,1
NCAPG,Uterine_Corpus_Endometrial_Carcinoma,79,10,48,9
MLLT3,Uterine_Corpus_Endometrial_Carcinoma,55,2,44,1
PKHD1L1,Uterine_Corpus_Endometrial_Carcinoma,225,30,78,25
FRAS1,Uterine_Corpus_Endometrial_Carcinoma,167,18,73,16
CASZ1,Uterine_Corpus_Endometrial_Carcinoma,124,2,69,2
PKN2,Uterine_Corpus_Endometrial_Carcinoma,84,14,46,12
ADAM29,Uterine_Corpus_Endometrial_Carcinoma,83,11,46,10
FILIP1,Uterine_Corpus_Endometrial_Carcinoma,91,16,51,15
CDH9,Uterine_Corpus_Endometrial_Carcinoma,100,4,48,4
DMTN,Uterine_Corpus_Endometrial_Carcinoma,66,6,48,6
CDKL5,Uterine_Corpus_Endometrial_Carcinoma,102,6,53,6
PHLPP1,Uterine_Corpus_Endometrial_Carcinoma,72,8,49,7
PCLO,Uterine_Corpus_Endometrial_Carcinoma,316,55,95,43
MYH1,Uterine_Corpus_Endometrial_Carcinoma,123,16,57,16
FAM129A,Uterine_Corpus_Endometrial_Carcinoma,73,6,46,5
IFT172,Uterine_Corpus_Endometrial_Carcinoma,73,6,44,6
TUBGCP2,Uterine_Corpus_Endometrial_Carcinoma,68,8,45,7
MAP10,Uterine_Corpus_Endometrial_Carcinoma,95,5,48,5
TRIM51,Uterine_Corpus_Endometrial_Carcinoma,67,17,49,16
HSPA12A,Uterine_Corpus_Endometrial_Carcinoma,77,4,44,4
ZEB1,Uterine_Corpus_Endometrial_Carcinoma,83,13,52,12
GRIK2,Uterine_Corpus_Endometrial_Carcinoma,104,11,48,11
CRIM1,Uterine_Corpus_Endometrial_Carcinoma,103,12,60,11
ABCC1,Uterine_Corpus_Endometrial_Carcinoma,94,9,50,9
DOCK11,Uterine_Corpus_Endometrial_Carcinoma,193,31,74,25
ASMTL,Uterine_Corpus_Endometrial_Carcinoma,79,7,51,7
STAG1,Uterine_Corpus_Endometrial_Carcinoma,87,11,51,11
SHANK2,Uterine_Corpus_Endometrial_Carcinoma,157,12,73,12
RGSL1,Uterine_Corpus_Endometrial_Carcinoma,81,12,44,11
FLG2,Uterine_Corpus_Endometrial_Carcinoma,123,6,57,6
PTPRU,Uterine_Corpus_Endometrial_Carcinoma,86,2,52,2
ATRX,Uterine_Corpus_Endometrial_Carcinoma,323,36,88,29
NYAP2,Uterine_Corpus_Endometrial_Carcinoma,76,3,54,3
CACNA1G,Uterine_Corpus_Endometrial_Carcinoma,123,6,63,6
ANKRD26,Uterine_Corpus_Endometrial_Carcinoma,93,27,58,24
SMG6,Uterine_Corpus_Endometrial_Carcinoma,80,4,46,4
ANAPC1,Uterine_Corpus_Endometrial_Carcinoma,81,9,47,9
GRIA2,Uterine_Corpus_Endometrial_Carcinoma,113,7,55,7
RNF165,Uterine_Corpus_Endometrial_Carcinoma,95,6,54,5
KDM5B,Uterine_Corpus_Endometrial_Carcinoma,100,9,51,8
CSNK1A1,Uterine_Corpus_Endometrial_Carcinoma,58,2,45,2
ADAMTS14,Uterine_Corpus_Endometrial_Carcinoma,85,10,47,9
EFCAB5,Uterine_Corpus_Endometrial_Carcinoma,96,11,49,10
NOTCH4,Uterine_Corpus_Endometrial_Carcinoma,81,8,49,8
KIAA0556,Uterine_Corpus_Endometrial_Carcinoma,72,7,45,6
DHX57,Uterine_Corpus_Endometrial_Carcinoma,89,3,49,3
SEC24C,Uterine_Corpus_Endometrial_Carcinoma,61,7,46,7
VPS13C,Uterine_Corpus_Endometrial_Carcinoma,179,41,60,28
KIAA1024,Uterine_Corpus_Endometrial_Carcinoma,112,20,59,20
ADAMTSL3,Uterine_Corpus_Endometrial_Carcinoma,120,10,56,8
DPP4,Uterine_Corpus_Endometrial_Carcinoma,94,9,55,7
FAM47C,Uterine_Corpus_Endometrial_Carcinoma,124,12,65,12
PLCG2,Uterine_Corpus_Endometrial_Carcinoma,94,10,49,10
VCPIP1,Uterine_Corpus_Endometrial_Carcinoma,83,8,45,8
PTPRK,Uterine_Corpus_Endometrial_Carcinoma,101,8,53,8
ITPR2,Uterine_Corpus_Endometrial_Carcinoma,156,25,72,18
DNAH5,Uterine_Corpus_Endometrial_Carcinoma,327,40,95,32
KHDRBS2,Uterine_Corpus_Endometrial_Carcinoma,68,7,45,7
SLC23A2,Uterine_Corpus_Endometrial_Carcinoma,81,5,52,5
PCNT,Uterine_Corpus_Endometrial_Carcinoma,152,13,69,11
CEP350,Uterine_Corpus_Endometrial_Carcinoma,156,26,78,25
ZNF532,Uterine_Corpus_Endometrial_Carcinoma,87,8,48,8
SLTM,Uterine_Corpus_Endometrial_Carcinoma,83,12,48,11
CAPN6,Uterine_Corpus_Endometrial_Carcinoma,84,6,54,6
WWC2,Uterine_Corpus_Endometrial_Carcinoma,82,14,53,13
MYCBP2,Uterine_Corpus_Endometrial_Carcinoma,250,38,74,22
COL6A3,Uterine_Corpus_Endometrial_Carcinoma,215,21,76,19
RNF2,Uterine_Corpus_Endometrial_Carcinoma,66,1,44,1
MTR,Uterine_Corpus_Endometrial_Carcinoma,77,4,46,4
TICRR,Uterine_Corpus_Endometrial_Carcinoma,79,12,48,11
PTPRT,Uterine_Corpus_Endometrial_Carcinoma,141,13,75,13
CDH4,Uterine_Corpus_Endometrial_Carcinoma,77,2,46,2
ARHGEF11,Uterine_Corpus_Endometrial_Carcinoma,108,11,54,10
IRS4,Uterine_Corpus_Endometrial_Carcinoma,122,11,66,11
SRRT,Uterine_Corpus_Endometrial_Carcinoma,67,8,50,8
ITPR3,Uterine_Corpus_Endometrial_Carcinoma,140,6,67,5
ZNF275,Uterine_Corpus_Endometrial_Carcinoma,126,1,59,1
CACNA1F,Uterine_Corpus_Endometrial_Carcinoma,179,27,72,23
DGKD,Uterine_Corpus_Endometrial_Carcinoma,81,7,46,6
RP11-1055B8.7,Uterine_Corpus_Endometrial_Carcinoma,95,4,52,4
NRXN1,Uterine_Corpus_Endometrial_Carcinoma,210,14,79,13
ZNF175,Uterine_Corpus_Endometrial_Carcinoma,73,7,44,7
USP27X,Uterine_Corpus_Endometrial_Carcinoma,73,1,48,1
KIAA1429,Uterine_Corpus_Endometrial_Carcinoma,88,19,44,18
COBLL1,Uterine_Corpus_Endometrial_Carcinoma,73,7,46,7
CEP250,Uterine_Corpus_Endometrial_Carcinoma,81,11,47,10
FZD6,Uterine_Corpus_Endometrial_Carcinoma,63,5,45,5
GOLGA4,Uterine_Corpus_Endometrial_Carcinoma,115,19,49,18
ZMYM2,Uterine_Corpus_Endometrial_Carcinoma,109,30,64,29
CUBN,Uterine_Corpus_Endometrial_Carcinoma,190,14,81,14
MYH6,Uterine_Corpus_Endometrial_Carcinoma,150,6,71,5
CROCC,Uterine_Corpus_Endometrial_Carcinoma,103,12,61,11
AMER1,Uterine_Corpus_Endometrial_Carcinoma,128,9,64,9
ATP10D,Uterine_Corpus_Endometrial_Carcinoma,86,18,54,18
TRPC3,Uterine_Corpus_Endometrial_Carcinoma,78,9,45,7
DACT1,Uterine_Corpus_Endometrial_Carcinoma,91,3,57,3
NPHP4,Uterine_Corpus_Endometrial_Carcinoma,83,2,56,2
LTBP2,Uterine_Corpus_Endometrial_Carcinoma,107,12,59,12
HEPH,Uterine_Corpus_Endometrial_Carcinoma,120,12,53,10
KCNH4,Uterine_Corpus_Endometrial_Carcinoma,67,12,46,12
CHD9,Uterine_Corpus_Endometrial_Carcinoma,171,21,67,19
HIVEP1,Uterine_Corpus_Endometrial_Carcinoma,124,13,62,13
MGAT3,Uterine_Corpus_Endometrial_Carcinoma,86,3,49,3
NEB,Uterine_Corpus_Endometrial_Carcinoma,475,62,101,45
ABCA6,Uterine_Corpus_Endometrial_Carcinoma,124,22,47,21
FOXN3,Uterine_Corpus_Endometrial_Carcinoma,86,4,52,4
PRKG1,Uterine_Corpus_Endometrial_Carcinoma,85,6,49,5
TEX2,Uterine_Corpus_Endometrial_Carcinoma,78,8,49,7
DSEL,Uterine_Corpus_Endometrial_Carcinoma,146,12,56,11
DNAH11,Uterine_Corpus_Endometrial_Carcinoma,322,53,87,40
EPHA4,Uterine_Corpus_Endometrial_Carcinoma,137,10,54,10
SOX6,Uterine_Corpus_Endometrial_Carcinoma,97,12,63,10
RGS3,Uterine_Corpus_Endometrial_Carcinoma,81,5,46,5
GPRASP1,Uterine_Corpus_Endometrial_Carcinoma,114,11,55,11
SGOL2,Uterine_Corpus_Endometrial_Carcinoma,78,16,45,14
CELF2,Uterine_Corpus_Endometrial_Carcinoma,105,2,53,2
PCDHGB2,Uterine_Corpus_Endometrial_Carcinoma,78,3,45,3
GRM7,Uterine_Corpus_Endometrial_Carcinoma,143,9,63,9
RET,Uterine_Corpus_Endometrial_Carcinoma,120,7,60,6
NPAT,Uterine_Corpus_Endometrial_Carcinoma,89,7,49,7
KANSL1,Uterine_Corpus_Endometrial_Carcinoma,108,26,72,25
TNKS,Uterine_Corpus_Endometrial_Carcinoma,98,18,54,17
COL11A2,Uterine_Corpus_Endometrial_Carcinoma,89,11,46,10
VPS13A,Uterine_Corpus_Endometrial_Carcinoma,186,42,71,33
ALS2,Uterine_Corpus_Endometrial_Carcinoma,84,8,50,8
PITPNM2,Uterine_Corpus_Endometrial_Carcinoma,90,5,56,5
EIF2AK4,Uterine_Corpus_Endometrial_Carcinoma,71,8,45,8
NF1,Uterine_Corpus_Endometrial_Carcinoma,206,57,84,35
ZFYVE9,Uterine_Corpus_Endometrial_Carcinoma,72,11,45,10
ANTXR2,Uterine_Corpus_Endometrial_Carcinoma,63,5,44,5
HUWE1,Uterine_Corpus_Endometrial_Carcinoma,343,24,97,19
TEK,Uterine_Corpus_Endometrial_Carcinoma,82,12,49,12
SIK3,Uterine_Corpus_Endometrial_Carcinoma,81,11,49,10
PCDHA1,Uterine_Corpus_Endometrial_Carcinoma,146,5,66,5
CEP152,Uterine_Corpus_Endometrial_Carcinoma,109,20,51,17
PRRC2A,Uterine_Corpus_Endometrial_Carcinoma,89,12,54,11
RICTOR,Uterine_Corpus_Endometrial_Carcinoma,123,7,54,7
SCAF4,Uterine_Corpus_Endometrial_Carcinoma,108,43,69,38
DCAF12L1,Uterine_Corpus_Endometrial_Carcinoma,76,2,48,2
KIAA1210,Uterine_Corpus_Endometrial_Carcinoma,147,8,55,7
PLEKHG3,Uterine_Corpus_Endometrial_Carcinoma,67,1,45,1
DDX60,Uterine_Corpus_Endometrial_Carcinoma,102,15,59,14
ATP13A4,Uterine_Corpus_Endometrial_Carcinoma,75,13,46,12
TNPO2,Uterine_Corpus_Endometrial_Carcinoma,66,9,49,9
MKRN3,Uterine_Corpus_Endometrial_Carcinoma,85,8,48,8
CYFIP1,Uterine_Corpus_Endometrial_Carcinoma,84,5,45,5
SYT15,Uterine_Corpus_Endometrial_Carcinoma,84,5,44,5
ABCA10,Uterine_Corpus_Endometrial_Carcinoma,112,21,47,18
PIK3C2A,Uterine_Corpus_Endometrial_Carcinoma,95,17,50,16
HLTF,Uterine_Corpus_Endometrial_Carcinoma,66,6,45,6
DNAH2,Uterine_Corpus_Endometrial_Carcinoma,260,35,86,31
MYO5B,Uterine_Corpus_Endometrial_Carcinoma,83,10,49,9
MROH2B,Uterine_Corpus_Endometrial_Carcinoma,137,22,65,20
SPTY2D1,Uterine_Corpus_Endometrial_Carcinoma,83,16,48,16
ADAMTS5,Uterine_Corpus_Endometrial_Carcinoma,115,5,57,5
NGEF,Uterine_Corpus_Endometrial_Carcinoma,77,7,47,6
TMC3,Uterine_Corpus_Endometrial_Carcinoma,78,12,45,12
CPXM2,Uterine_Corpus_Endometrial_Carcinoma,69,5,45,4
FBLN2,Uterine_Corpus_Endometrial_Carcinoma,79,5,45,5
CPS1,Uterine_Corpus_Endometrial_Carcinoma,87,14,44,11
HELZ,Uterine_Corpus_Endometrial_Carcinoma,135,5,63,5
MYH10,Uterine_Corpus_Endometrial_Carcinoma,131,9,62,8
BAI2,Uterine_Corpus_Endometrial_Carcinoma,85,8,55,8
CLCN1,Uterine_Corpus_Endometrial_Carcinoma,72,5,44,5
ALS2CR11,Uterine_Corpus_Endometrial_Carcinoma,143,24,65,22
GRIK4,Uterine_Corpus_Endometrial_Carcinoma,54,6,44,6
TMTC3,Uterine_Corpus_Endometrial_Carcinoma,68,14,49,12
C10orf71,Uterine_Corpus_Endometrial_Carcinoma,64,1,44,1
THSD7A,Uterine_Corpus_Endometrial_Carcinoma,104,13,50,11
WDR1,Uterine_Corpus_Endometrial_Carcinoma,67,1,44,1
VPS13B,Uterine_Corpus_Endometrial_Carcinoma,203,31,72,28
RC3H1,Uterine_Corpus_Endometrial_Carcinoma,90,15,56,11
LAMA5,Uterine_Corpus_Endometrial_Carcinoma,160,11,64,10
TP53BP1,Uterine_Corpus_Endometrial_Carcinoma,76,19,52,17
MKI67,Uterine_Corpus_Endometrial_Carcinoma,251,27,85,27
PPP1R16B,Uterine_Corpus_Endometrial_Carcinoma,68,2,44,2
CCDC73,Uterine_Corpus_Endometrial_Carcinoma,113,51,50,36
USP31,Uterine_Corpus_Endometrial_Carcinoma,106,2,54,2
SI,Uterine_Corpus_Endometrial_Carcinoma,205,31,75,28
MDGA1,Uterine_Corpus_Endometrial_Carcinoma,79,4,55,4
F13B,Uterine_Corpus_Endometrial_Carcinoma,67,7,44,7
PLCE1,Uterine_Corpus_Endometrial_Carcinoma,144,13,59,12
JARID2,Uterine_Corpus_Endometrial_Carcinoma,111,16,63,16
MCF2,Uterine_Corpus_Endometrial_Carcinoma,152,20,63,17
NLGN4X,Uterine_Corpus_Endometrial_Carcinoma,87,4,56,4
ADRA2A,Uterine_Corpus_Endometrial_Carcinoma,71,1,53,1
APLP1,Uterine_Corpus_Endometrial_Carcinoma,58,7,44,6
ST18,Uterine_Corpus_Endometrial_Carcinoma,109,8,54,8
TIMP3,Uterine_Corpus_Endometrial_Carcinoma,66,7,45,7
WHSC1,Uterine_Corpus_Endometrial_Carcinoma,109,7,51,7
ANKRD11,Uterine_Corpus_Endometrial_Carcinoma,162,18,75,17
RFX6,Uterine_Corpus_Endometrial_Carcinoma,83,17,47,14
BCL11B,Uterine_Corpus_Endometrial_Carcinoma,178,2,91,2
SORBS2,Uterine_Corpus_Endometrial_Carcinoma,114,9,70,8
TMEM132E,Uterine_Corpus_Endometrial_Carcinoma,82,4,48,4
PRICKLE2,Uterine_Corpus_Endometrial_Carcinoma,70,0,46,0
MYH7B,Uterine_Corpus_Endometrial_Carcinoma,109,6,58,6
INPPL1,Uterine_Corpus_Endometrial_Carcinoma,119,44,70,37
PALM2AKAP2,Uterine_Corpus_Endometrial_Carcinoma,90,7,50,7
CCDC88C,Uterine_Corpus_Endometrial_Carcinoma,93,3,56,2
TUBGCP6,Uterine_Corpus_Endometrial_Carcinoma,97,11,57,11
SRCAP,Uterine_Corpus_Endometrial_Carcinoma,164,18,78,17
IPO9,Uterine_Corpus_Endometrial_Carcinoma,65,8,46,8
PTPRB,Uterine_Corpus_Endometrial_Carcinoma,137,19,67,18
GPR125,Uterine_Corpus_Endometrial_Carcinoma,83,6,45,6
ADAMTS13,Uterine_Corpus_Endometrial_Carcinoma,95,6,56,5
ELMSAN1,Uterine_Corpus_Endometrial_Carcinoma,95,28,63,27
MAST3,Uterine_Corpus_Endometrial_Carcinoma,70,4,45,4
RFX7,Uterine_Corpus_Endometrial_Carcinoma,113,8,58,8
DNMT3B,Uterine_Corpus_Endometrial_Carcinoma,81,11,51,11
RBM33,Uterine_Corpus_Endometrial_Carcinoma,118,8,59,7
FSIP2,Uterine_Corpus_Endometrial_Carcinoma,217,43,73,36
NBPF1,Uterine_Corpus_Endometrial_Carcinoma,95,10,51,10
NKRF,Uterine_Corpus_Endometrial_Carcinoma,90,0,44,0
KDM5A,Uterine_Corpus_Endometrial_Carcinoma,119,11,65,11
SYTL2,Uterine_Corpus_Endometrial_Carcinoma,147,10,54,10
EFR3A,Uterine_Corpus_Endometrial_Carcinoma,69,10,47,9
OTUD4,Uterine_Corpus_Endometrial_Carcinoma,120,18,54,15
ADAMTS12,Uterine_Corpus_Endometrial_Carcinoma,97,7,48,7
ITGAM,Uterine_Corpus_Endometrial_Carcinoma,69,15,50,13
NOVA1,Uterine_Corpus_Endometrial_Carcinoma,128,10,66,10
MYOCD,Uterine_Corpus_Endometrial_Carcinoma,89,11,53,11
SCN3A,Uterine_Corpus_Endometrial_Carcinoma,180,12,74,11
CELSR2,Uterine_Corpus_Endometrial_Carcinoma,148,9,76,9
REPS2,Uterine_Corpus_Endometrial_Carcinoma,97,8,56,8
AKAP12,Uterine_Corpus_Endometrial_Carcinoma,105,13,61,13
ENPEP,Uterine_Corpus_Endometrial_Carcinoma,94,14,46,13
KIF14,Uterine_Corpus_Endometrial_Carcinoma,116,16,52,13
MORC4,Uterine_Corpus_Endometrial_Carcinoma,98,24,54,23
GLDC,Uterine_Corpus_Endometrial_Carcinoma,83,13,48,12
FSTL5,Uterine_Corpus_Endometrial_Carcinoma,113,17,53,16
MCM3AP,Uterine_Corpus_Endometrial_Carcinoma,110,16,66,16
CRB1,Uterine_Corpus_Endometrial_Carcinoma,144,12,66,8
PSME4,Uterine_Corpus_Endometrial_Carcinoma,94,20,55,19
PCDHGB7,Uterine_Corpus_Endometrial_Carcinoma,77,6,47,6
RPTOR,Uterine_Corpus_Endometrial_Carcinoma,73,4,45,3
ANKS1B,Uterine_Corpus_Endometrial_Carcinoma,112,6,56,6
CMIP,Uterine_Corpus_Endometrial_Carcinoma,70,5,48,5
COL6A2,Uterine_Corpus_Endometrial_Carcinoma,104,6,60,6
MYO1F,Uterine_Corpus_Endometrial_Carcinoma,96,6,54,5
PHLDB1,Uterine_Corpus_Endometrial_Carcinoma,76,5,48,5
CDH1,Uterine_Corpus_Endometrial_Carcinoma,55,7,44,7
SBF2,Uterine_Corpus_Endometrial_Carcinoma,98,12,53,11
PTPRD,Uterine_Corpus_Endometrial_Carcinoma,250,22,86,18
C2orf71,Uterine_Corpus_Endometrial_Carcinoma,78,7,45,6
FNDC3A,Uterine_Corpus_Endometrial_Carcinoma,81,7,46,7
TCF4,Uterine_Corpus_Endometrial_Carcinoma,144,17,72,15
COL18A1,Uterine_Corpus_Endometrial_Carcinoma,86,11,49,11
AGAP1,Uterine_Corpus_Endometrial_Carcinoma,80,4,48,4
BAGE2,Uterine_Corpus_Endometrial_Carcinoma,127,5,61,5
UHRF1BP1L,Uterine_Corpus_Endometrial_Carcinoma,72,10,44,10
RAPGEF6,Uterine_Corpus_Endometrial_Carcinoma,100,15,50,13
UNC13B,Uterine_Corpus_Endometrial_Carcinoma,94,5,52,5
LRP1,Uterine_Corpus_Endometrial_Carcinoma,282,20,94,17
POTEF,Uterine_Corpus_Endometrial_Carcinoma,80,9,51,9
DNMT3A,Uterine_Corpus_Endometrial_Carcinoma,82,1,58,1
MYO6,Uterine_Corpus_Endometrial_Carcinoma,75,9,52,9
KLF12,Uterine_Corpus_Endometrial_Carcinoma,99,4,51,4
ATP11B,Uterine_Corpus_Endometrial_Carcinoma,86,26,48,20
CDON,Uterine_Corpus_Endometrial_Carcinoma,102,9,52,9
TUBGCP3,Uterine_Corpus_Endometrial_Carcinoma,71,5,50,4
TENM4,Uterine_Corpus_Endometrial_Carcinoma,193,9,82,8
VPRBP,Uterine_Corpus_Endometrial_Carcinoma,142,8,67,7
EPB41L3,Uterine_Corpus_Endometrial_Carcinoma,119,13,56,9
GABBR1,Uterine_Corpus_Endometrial_Carcinoma,80,9,48,7
FNDC1,Uterine_Corpus_Endometrial_Carcinoma,137,16,72,14
LIFR,Uterine_Corpus_Endometrial_Carcinoma,123,17,57,13
TAB3,Uterine_Corpus_Endometrial_Carcinoma,140,12,66,8
DAAM2,Uterine_Corpus_Endometrial_Carcinoma,71,4,47,4
ZFC3H1,Uterine_Corpus_Endometrial_Carcinoma,113,17,57,15
DYNC2H1,Uterine_Corpus_Endometrial_Carcinoma,259,50,83,34
SIM1,Uterine_Corpus_Endometrial_Carcinoma,85,3,46,3
FAT1,Uterine_Corpus_Endometrial_Carcinoma,344,46,107,39
MGAM,Uterine_Corpus_Endometrial_Carcinoma,207,23,74,19
SRCIN1,Uterine_Corpus_Endometrial_Carcinoma,63,4,46,4
PEG3,Uterine_Corpus_Endometrial_Carcinoma,146,13,58,10
RBP3,Uterine_Corpus_Endometrial_Carcinoma,96,6,64,6
KIAA1199,Uterine_Corpus_Endometrial_Carcinoma,100,3,49,3
LAMC1,Uterine_Corpus_Endometrial_Carcinoma,91,10,55,8
KIAA1109,Uterine_Corpus_Endometrial_Carcinoma,241,38,78,33
TRAK1,Uterine_Corpus_Endometrial_Carcinoma,78,4,48,4
SMC6,Uterine_Corpus_Endometrial_Carcinoma,66,12,45,12
PAPPA,Uterine_Corpus_Endometrial_Carcinoma,163,10,68,10
ZNF518A,Uterine_Corpus_Endometrial_Carcinoma,115,1,61,1
ATM,Uterine_Corpus_Endometrial_Carcinoma,189,46,82,40
KCNJ12,Uterine_Corpus_Endometrial_Carcinoma,128,3,62,3
AIM1,Uterine_Corpus_Endometrial_Carcinoma,90,11,47,11
ZNF568,Uterine_Corpus_Endometrial_Carcinoma,91,15,47,13
KIAA1107,Uterine_Corpus_Endometrial_Carcinoma,70,7,44,6
TEAD1,Uterine_Corpus_Endometrial_Carcinoma,77,1,50,1
PCDHB10,Uterine_Corpus_Endometrial_Carcinoma,115,6,66,5
CSMD1,Uterine_Corpus_Endometrial_Carcinoma,315,31,100,24
MARK1,Uterine_Corpus_Endometrial_Carcinoma,84,12,47,10
SOGA1,Uterine_Corpus_Endometrial_Carcinoma,70,4,50,4
NLRP12,Uterine_Corpus_Endometrial_Carcinoma,85,4,46,3
ATAD2B,Uterine_Corpus_Endometrial_Carcinoma,88,16,52,16
FHOD3,Uterine_Corpus_Endometrial_Carcinoma,96,15,52,15
ABCA4,Uterine_Corpus_Endometrial_Carcinoma,118,18,59,17
KIF21B,Uterine_Corpus_Endometrial_Carcinoma,148,6,73,6
PRKCE,Uterine_Corpus_Endometrial_Carcinoma,96,6,56,6
BTBD7,Uterine_Corpus_Endometrial_Carcinoma,117,14,71,14
TBX5,Uterine_Corpus_Endometrial_Carcinoma,87,7,52,7
ZFP36L1,Uterine_Corpus_Endometrial_Carcinoma,55,7,48,7
OLFML2B,Uterine_Corpus_Endometrial_Carcinoma,85,8,52,8
LRRK2,Uterine_Corpus_Endometrial_Carcinoma,222,41,79,29
ZMIZ1,Uterine_Corpus_Endometrial_Carcinoma,136,11,58,11
DLEC1,Uterine_Corpus_Endometrial_Carcinoma,97,10,52,10
TDRD6,Uterine_Corpus_Endometrial_Carcinoma,106,11,59,10
MASP1,Uterine_Corpus_Endometrial_Carcinoma,100,3,54,3
NEO1,Uterine_Corpus_Endometrial_Carcinoma,92,9,58,9
ERN2,Uterine_Corpus_Endometrial_Carcinoma,58,11,47,10
ZFYVE16,Uterine_Corpus_Endometrial_Carcinoma,89,13,53,12
OFD1,Uterine_Corpus_Endometrial_Carcinoma,95,17,48,13
PAK3,Uterine_Corpus_Endometrial_Carcinoma,73,7,44,7
ONECUT2,Uterine_Corpus_Endometrial_Carcinoma,145,1,68,1
AP1G1,Uterine_Corpus_Endometrial_Carcinoma,85,7,55,7
LIN28B,Uterine_Corpus_Endometrial_Carcinoma,92,1,48,1
ZNF665,Uterine_Corpus_Endometrial_Carcinoma,55,3,44,3
KAT6A,Uterine_Corpus_Endometrial_Carcinoma,124,5,62,5
TLK1,Uterine_Corpus_Endometrial_Carcinoma,82,4,49,3
NRXN3,Uterine_Corpus_Endometrial_Carcinoma,171,7,68,7
